ID,Hospital,Doctors,Pop,TrAcc,Popd,Pop65r,Emp3r,IncP
5463,1 ,17 ,18267 ,24 ,0.7916 ,0.3054 ,0.5346,0.7352
5464,0 ,1 ,3180 ,6 ,0.1562 ,0.3217 ,0.6043,0.6720
6201,13 ,1062 ,256012 ,2266 ,6.7135 ,0.2170 ,0.8217,1.3637
6202,5 ,162 ,93178 ,729 ,1.6980 ,0.2358 ,0.6394,1.1163
6203,7 ,242 ,142384 ,934 ,1.0857 ,0.2643 ,0.6687,1.0519
6204,4 ,243 ,117577 ,734 ,1.9505 ,0.2593 ,0.7060,1.0694
6205,2 ,97 ,40717 ,259 ,1.8252 ,0.2429 ,0.6891,1.0361
6206,2 ,56 ,43625 ,326 ,3.1367 ,0.2479 ,0.6009,1.1566
6207,2 ,64 ,36013 ,234 ,1.4946 ,0.2848 ,0.6426,1.0425
6208,0 ,15 ,28192 ,136 ,1.4323 ,0.2984 ,0.5414,1.0297
6209,1 ,34 ,30929 ,163 ,1.4406 ,0.2737 ,0.5788,1.1095
6210,3 ,76 ,63864 ,612 ,5.6512 ,0.2155 ,0.6419,1.1972
6211,2 ,71 ,45834 ,332 ,2.2124 ,0.2322 ,0.5875,1.2002
6212,1 ,13 ,20695 ,118 ,0.5558 ,0.3109 ,0.5853,0.8567
6213,1 ,42 ,35190 ,258 ,2.1898 ,0.2649 ,0.6586,1.0660
6301,0 ,8 ,15415 ,85 ,2.5122 ,0.2638 ,0.5995,1.0934
6302,0 ,5 ,12523 ,109 ,4.0099 ,0.2556 ,0.6346,1.1120
6321,1 ,53 ,20738 ,113 ,3.9591 ,0.2805 ,0.5191,1.1179
6322,1 ,6 ,6917 ,45 ,0.1759 ,0.3449 ,0.6405,0.9824
6323,1 ,7 ,8593 ,31 ,0.4368 ,0.3347 ,0.5883,0.8389
6324,0 ,6 ,9915 ,36 ,0.6442 ,0.3129 ,0.5797,1.0112
6341,0 ,5 ,8824 ,26 ,1.1087 ,0.2856 ,0.5628,0.9168
6361,1 ,3 ,6949 ,22 ,0.4295 ,0.2760 ,0.5321,0.7299
6362,1 ,4 ,10761 ,36 ,0.3258 ,0.2988 ,0.5173,0.7683
6363,0 ,3 ,6671 ,20 ,0.5604 ,0.3179 ,0.5516,0.8739
6364,1 ,7 ,10054 ,35 ,0.2686 ,0.3046 ,0.5610,0.8011
6365,0 ,2 ,4226 ,10 ,0.1997 ,0.3003 ,0.6935,0.7302
6366,0 ,1 ,5447 ,27 ,0.4453 ,0.2994 ,0.5104,0.7823
6367,0 ,1 ,5915 ,34 ,0.2264 ,0.3009 ,0.5100,0.7363
6381,1 ,20 ,26026 ,179 ,1.4456 ,0.2548 ,0.5133,0.9862
6382,2 ,89 ,18769 ,121 ,1.1275 ,0.2970 ,0.6139,0.8836
6401,1 ,6 ,9742 ,43 ,0.1321 ,0.3117 ,0.4958,1.0152
6402,1 ,12 ,16331 ,64 ,1.0353 ,0.2987 ,0.5179,0.9675
6403,0 ,3 ,8623 ,39 ,0.2616 ,0.3109 ,0.4849,0.9585
6426,0 ,5 ,8003 ,64 ,2.4098 ,0.2959 ,0.7496,0.9303
6428,1 ,20 ,24677 ,111 ,0.9900 ,0.2842 ,0.6405,0.9111
6461,1 ,9 ,16852 ,61 ,0.8086 ,0.3029 ,0.6650,0.8913
7201,17 ,1013 ,290869 ,1965 ,3.8968 ,0.2060 ,0.7770,1.3230
7202,8 ,316 ,131389 ,814 ,3.4303 ,0.2297 ,0.7436,1.1290
7203,20 ,828 ,338834 ,2806 ,4.4757 ,0.1776 ,0.7797,1.2741
7204,23 ,611 ,354492 ,2787 ,2.8789 ,0.2242 ,0.7073,1.1780
7205,4 ,138 ,65707 ,369 ,2.1522 ,0.2089 ,0.6616,1.1931
7207,6 ,103 ,80364 ,500 ,2.8748 ,0.2000 ,0.6562,1.1033
7208,6 ,69 ,56396 ,215 ,1.0167 ,0.2943 ,0.6271,0.9343
7209,2 ,41 ,38630 ,222 ,1.9543 ,0.2387 ,0.6206,1.0661
7210,3 ,72 ,63178 ,227 ,1.8331 ,0.2446 ,0.5474,1.0610
7211,1 ,28 ,43253 ,175 ,0.9438 ,0.2666 ,0.5430,0.8825
7212,6 ,108 ,72837 ,360 ,1.8278 ,0.2449 ,0.6590,1.0593
7213,3 ,87 ,69289 ,272 ,2.6137 ,0.2525 ,0.5980,1.0110
7214,1 ,26 ,31367 ,176 ,3.5669 ,0.2180 ,0.5410,1.1025
7301,0 ,5 ,13411 ,61 ,3.1210 ,0.2707 ,0.4807,1.1142
7303,1 ,36 ,10692 ,36 ,2.8211 ,0.2625 ,0.6372,1.0026
7308,2 ,20 ,17034 ,34 ,1.3343 ,0.2902 ,0.5129,0.8934
7309,0 ,3 ,6488 ,13 ,3.0446 ,0.2776 ,0.4685,0.9783
7322,0 ,0 ,8464 ,70 ,1.0652 ,0.2215 ,0.6588,0.9874
7342,0 ,7 ,12746 ,105 ,4.0787 ,0.1898 ,0.4965,1.0638
7344,0 ,2 ,6486 ,27 ,0.2876 ,0.2603 ,0.4937,0.9254
7362,0 ,4 ,7053 ,48 ,0.2224 ,0.3427 ,0.5922,0.8089
7364,0 ,0 ,706 ,0 ,0.0181 ,0.2819 ,0.9278,0.7762
7367,0 ,3 ,5284 ,5 ,0.0707 ,0.3965 ,0.5589,0.8492
7368,1 ,23 ,19870 ,47 ,0.2241 ,0.3252 ,0.6646,0.8989
7402,0 ,0 ,3475 ,25 ,0.1485 ,0.2691 ,0.8755,0.7963
7405,0 ,4 ,8237 ,16 ,0.2763 ,0.3972 ,0.5710,0.7517
7407,0 ,3 ,3951 ,25 ,0.6619 ,0.3207 ,0.4630,1.1506
7408,1 ,19 ,17009 ,131 ,0.4306 ,0.2942 ,0.7863,0.9258
7421,1 ,23 ,18274 ,86 ,1.9939 ,0.2826 ,0.6237,0.9423
7422,0 ,0 ,3570 ,17 ,2.1822 ,0.2807 ,0.4860,1.0440
7423,0 ,1 ,4260 ,13 ,0.2419 ,0.3674 ,0.6154,0.7488
7444,1 ,5 ,2250 ,6 ,0.2477 ,0.4324 ,0.6995,0.7404
7445,0 ,1 ,2834 ,7 ,0.0964 ,0.5176 ,0.6737,0.6874
7446,0 ,1 ,1632 ,3 ,0.0780 ,0.5239 ,0.6636,0.6127
7447,1 ,13 ,24741 ,61 ,0.8952 ,0.3016 ,0.6466,0.9121
7461,1 ,8 ,19494 ,89 ,1.0136 ,0.1701 ,0.5877,1.1374
7464,1 ,2 ,6761 ,35 ,1.9099 ,0.2165 ,0.3301,1.0995
7465,0 ,1 ,5174 ,12 ,2.7361 ,0.2105 ,0.3299,1.0151
7466,3 ,22 ,18735 ,82 ,3.1034 ,0.2212 ,0.6109,1.0068
7481,1 ,11 ,15795 ,74 ,0.9883 ,0.2341 ,0.5143,1.0408
7482,0 ,3 ,6740 ,21 ,0.5701 ,0.3065 ,0.3722,1.0669
7483,2 ,24 ,10619 ,36 ,0.5018 ,0.2956 ,0.6369,0.9073
7484,0 ,1 ,4322 ,9 ,0.3292 ,0.2973 ,0.4753,0.7915
7501,0 ,16 ,18921 ,87 ,1.6352 ,0.2558 ,0.6329,0.9208
7502,0 ,2 ,7602 ,52 ,1.6327 ,0.2145 ,0.4059,0.9300
7503,1 ,4 ,7538 ,35 ,0.8059 ,0.2373 ,0.4348,0.8014
7504,0 ,1 ,7272 ,16 ,1.9428 ,0.2367 ,0.4157,0.9864
7505,0 ,1 ,6511 ,34 ,0.3983 ,0.2963 ,0.4104,0.8157
7521,1 ,15 ,19194 ,69 ,2.6380 ,0.2360 ,0.5068,1.0791
7522,1 ,14 ,12105 ,47 ,0.9675 ,0.2648 ,0.5585,0.8947
7541,1 ,3 ,5533 ,21 ,0.9476 ,0.2248 ,0.4968,1.2057
7542,0 ,3 ,8188 ,39 ,0.7915 ,0.2413 ,0.5710,1.0894
7543,1 ,13 ,15910 ,79 ,2.3236 ,0.1984 ,0.6772,1.2859
7544,0 ,1 ,3125 ,8 ,0.1583 ,0.3379 ,0.6365,0.7734
7545,1 ,20 ,10992 ,56 ,1.3967 ,0.2031 ,0.6335,1.3369
7546,1 ,15 ,7170 ,24 ,1.3949 ,0.2446 ,0.5649,1.2714
7547,1 ,18 ,21615 ,55 ,0.9688 ,0.2407 ,0.6773,1.0497
7548,0 ,0 ,1625 ,0 ,0.1929 ,0.3138 ,0.4902,0.7225
7561,0 ,3 ,8584 ,28 ,1.8520 ,0.2549 ,0.5558,0.9824
7564,0 ,2 ,6722 ,12 ,0.2921 ,0.2809 ,0.4752,0.6663
8201,26 ,545 ,262603 ,2811 ,12.0776 ,0.1902 ,0.8694,1.4980
8202,14 ,315 ,199218 ,1241 ,8.8325 ,0.2085 ,0.6153,1.4231
8203,7 ,369 ,144060 ,1382 ,12.6568 ,0.1849 ,0.7632,1.5120
8204,8 ,175 ,145265 ,1007 ,11.7547 ,0.1743 ,0.6164,1.3562
8205,8 ,106 ,81887 ,492 ,3.8376 ,0.2239 ,0.6734,1.2234
8207,2 ,51 ,52460 ,294 ,7.9678 ,0.1977 ,0.5967,1.2879
8208,2 ,95 ,78950 ,519 ,10.0959 ,0.1525 ,0.7194,1.5135
8210,3 ,34 ,46435 ,325 ,5.7412 ,0.1968 ,0.6394,1.1881
8211,3 ,68 ,66536 ,355 ,5.3867 ,0.2044 ,0.4776,1.3330
8212,6 ,42 ,59802 ,289 ,1.6075 ,0.2657 ,0.6921,1.2064
8214,3 ,38 ,32932 ,146 ,1.7006 ,0.2189 ,0.6557,1.1958
8215,3 ,43 ,49645 ,216 ,2.6612 ,0.2304 ,0.5549,1.1328
8216,5 ,132 ,81497 ,541 ,3.3919 ,0.2089 ,0.6516,1.1912
8217,9 ,182 ,111327 ,577 ,15.9130 ,0.1843 ,0.7433,1.5997
8219,2 ,131 ,77223 ,532 ,13.1153 ,0.1533 ,0.7793,1.7287
8220,14 ,930 ,200528 ,1489 ,7.0591 ,0.1417 ,0.8483,1.6814
8221,7 ,158 ,153639 ,1112 ,15.5128 ,0.1675 ,0.6273,1.5028
8222,5 ,71 ,64435 ,408 ,6.9315 ,0.1750 ,0.6743,1.3743
8223,1 ,19 ,31524 ,196 ,5.0302 ,0.2038 ,0.7145,1.1432
8224,4 ,80 ,53700 ,300 ,15.0716 ,0.1209 ,0.7446,1.9200
8225,2 ,38 ,47808 ,225 ,1.3723 ,0.2711 ,0.6033,1.0954
8226,4 ,53 ,54705 ,514 ,5.5936 ,0.2120 ,0.7321,1.3311
8227,6 ,123 ,112581 ,706 ,5.4824 ,0.2089 ,0.6080,1.2417
8228,3 ,42 ,57516 ,384 ,4.6693 ,0.1981 ,0.5569,1.2144
8229,1 ,32 ,49689 ,293 ,2.7896 ,0.2314 ,0.5991,1.1115
8230,0 ,18 ,44603 ,353 ,3.7554 ,0.1962 ,0.6218,1.3239
8231,3 ,57 ,48400 ,265 ,2.6922 ,0.2382 ,0.5511,1.1233
8232,5 ,97 ,91867 ,669 ,6.2393 ,0.1426 ,0.6434,1.3496
8233,1 ,39 ,40035 ,152 ,2.4070 ,0.2571 ,0.5782,1.0101
8234,3 ,26 ,51054 ,281 ,2.5039 ,0.2413 ,0.7053,1.0017
8235,0 ,14 ,40174 ,258 ,5.0763 ,0.1922 ,0.6638,1.4779
8236,4 ,40 ,53265 ,314 ,3.7989 ,0.1958 ,0.5920,1.1983
8302,4 ,117 ,35008 ,272 ,2.8780 ,0.2337 ,0.7023,1.0776
8309,1 ,8 ,19205 ,122 ,8.2816 ,0.2366 ,0.7976,1.0998
8310,3 ,17 ,22993 ,95 ,1.4217 ,0.2469 ,0.6571,1.0752
8341,2 ,42 ,35450 ,236 ,9.4584 ,0.1696 ,0.8319,1.5960
8364,2 ,21 ,22103 ,80 ,0.6785 ,0.3423 ,0.6555,0.8768
8442,1 ,9 ,18118 ,56 ,5.3241 ,0.1827 ,0.7036,1.5413
8443,2 ,154 ,47994 ,303 ,7.3871 ,0.1695 ,0.6677,1.4028
8447,0 ,1 ,10959 ,51 ,2.4727 ,0.2581 ,0.4526,1.0715
8521,1 ,5 ,23609 ,129 ,3.9948 ,0.2129 ,0.5052,1.0692
8542,0 ,2 ,9873 ,53 ,4.2759 ,0.1884 ,0.3500,1.3055
8546,1 ,65 ,26468 ,173 ,5.6823 ,0.1982 ,0.6201,1.2171
8564,0 ,5 ,18024 ,47 ,7.2386 ,0.1989 ,0.6610,1.4412
9201,27 ,914 ,502396 ,4332 ,12.0525 ,0.1682 ,0.7662,1.6021
9202,9 ,270 ,159756 ,1226 ,8.9841 ,0.2170 ,0.6345,1.2705
9203,6 ,151 ,82340 ,464 ,6.7459 ,0.2229 ,0.7175,1.2998
9204,4 ,177 ,123926 ,910 ,3.4804 ,0.2184 ,0.6286,1.2704
9205,2 ,140 ,104148 ,531 ,2.1228 ,0.2102 ,0.5985,1.2992
9206,8 ,103 ,94291 ,433 ,0.6503 ,0.2460 ,0.7180,1.2337
9208,9 ,205 ,160150 ,1444 ,9.3322 ,0.1632 ,0.6815,1.4347
9209,3 ,105 ,66362 ,422 ,5.9379 ,0.1623 ,0.5281,1.3660
9210,4 ,144 ,79023 ,417 ,2.2315 ,0.1967 ,0.6041,1.2091
9211,2 ,54 ,35685 ,237 ,2.0910 ,0.2042 ,0.6315,1.3369
9213,7 ,173 ,115032 ,665 ,1.9404 ,0.1697 ,0.6781,1.3351
9214,1 ,41 ,41383 ,309 ,3.2985 ,0.1978 ,0.6327,1.3072
9215,1 ,36 ,31152 ,101 ,1.7860 ,0.2604 ,0.5555,1.1497
9216,3 ,771 ,59132 ,303 ,7.9287 ,0.1656 ,0.7162,1.5773
9301,1 ,17 ,31592 ,238 ,5.7946 ,0.1474 ,0.4635,1.4240
9321,1 ,10 ,6978 ,26 ,2.1806 ,0.2329 ,0.4963,1.2165
9341,0 ,15 ,16640 ,80 ,3.0009 ,0.2328 ,0.5517,1.2003
9342,1 ,17 ,25080 ,81 ,2.8010 ,0.2059 ,0.5979,1.1901
9343,1 ,8 ,16403 ,50 ,0.9497 ,0.3043 ,0.7201,1.0878
9344,0 ,5 ,12401 ,51 ,1.9304 ,0.2117 ,0.6080,1.3038
9345,0 ,15 ,16367 ,103 ,2.3305 ,0.2331 ,0.7363,1.2712
9361,1 ,626 ,40107 ,196 ,6.5663 ,0.1814 ,0.6605,1.3512
9364,2 ,24 ,25907 ,124 ,8.5643 ,0.1686 ,0.5245,1.5317
9365,0 ,17 ,28813 ,143 ,7.2394 ,0.1764 ,0.4852,1.3132
9366,0 ,6 ,18056 ,89 ,2.9869 ,0.2458 ,0.5337,1.1551
9367,1 ,15 ,19011 ,106 ,4.0674 ,0.2155 ,0.6385,1.2229
9368,0 ,6 ,13565 ,56 ,4.4446 ,0.2155 ,0.4714,1.2103
9384,0 ,6 ,13462 ,50 ,0.7649 ,0.2537 ,0.4737,1.1034
9386,2 ,22 ,30915 ,199 ,4.3604 ,0.1759 ,0.6915,1.5448
9407,0 ,20 ,26693 ,139 ,0.7170 ,0.2504 ,0.7733,1.0636
9411,1 ,11 ,19865 ,50 ,1.0301 ,0.2735 ,0.5907,1.0507
10201,21 ,1386 ,318584 ,4377 ,13.2072 ,0.2054 ,0.7777,1.4471
10202,29 ,659 ,339932 ,4185 ,8.4769 ,0.1961 ,0.7487,1.4391
10203,9 ,254 ,128037 ,1112 ,4.6632 ,0.2455 ,0.6305,1.2738
10204,8 ,376 ,202447 ,2549 ,14.5300 ,0.1805 ,0.6207,1.3376
10205,10 ,340 ,213299 ,2918 ,12.0856 ,0.1711 ,0.5908,1.4105
10206,4 ,126 ,53177 ,340 ,1.1994 ,0.2428 ,0.7210,1.1054
10207,5 ,142 ,79454 ,601 ,13.0295 ,0.1915 ,0.7051,1.3595
10208,7 ,187 ,87469 ,807 ,3.6382 ,0.2318 ,0.7335,1.1874
10209,5 ,143 ,69288 ,599 ,3.8474 ,0.2089 ,0.5970,1.2487
10210,4 ,147 ,53765 ,430 ,4.3747 ,0.2357 ,0.5875,1.2264
10211,5 ,70 ,63179 ,527 ,2.2863 ,0.2459 ,0.6104,1.2687
10212,4 ,88 ,52115 ,643 ,2.5028 ,0.1957 ,0.6761,1.2706
10303,0 ,11 ,22320 ,187 ,3.1696 ,0.1875 ,0.6797,1.2178
10344,0 ,6 ,14158 ,96 ,5.0673 ,0.1720 ,0.6038,1.2390
10345,1 ,25 ,18060 ,238 ,8.8098 ,0.1796 ,0.7035,1.3625
10363,1 ,22 ,24987 ,171 ,4.2823 ,0.2179 ,0.6171,1.2844
10366,0 ,1 ,1535 ,8 ,0.0844 ,0.4046 ,0.6880,0.7283
10367,0 ,2 ,2757 ,9 ,0.2404 ,0.4828 ,0.6945,0.7965
10382,1 ,13 ,10144 ,51 ,0.5388 ,0.3606 ,0.5598,1.0139
10383,0 ,1 ,2929 ,4 ,0.2466 ,0.5343 ,0.6809,0.7928
10384,0 ,8 ,14313 ,66 ,2.4437 ,0.2338 ,0.4253,1.1130
10421,3 ,30 ,17556 ,74 ,0.7424 ,0.2965 ,0.7818,1.1376
10424,2 ,17 ,6563 ,48 ,0.4900 ,0.2490 ,0.8141,1.3136
10425,0 ,3 ,10858 ,32 ,0.3217 ,0.2513 ,0.8205,1.2374
10426,2 ,14 ,7602 ,35 ,1.5283 ,0.2677 ,0.9362,1.1215
10427,0 ,1 ,1842 ,2 ,0.0908 ,0.3306 ,0.7439,0.9354
10428,0 ,6 ,4351 ,8 ,0.6781 ,0.2811 ,0.7016,0.8559
10429,1 ,26 ,16847 ,122 ,0.6642 ,0.2909 ,0.6139,1.1248
10443,0 ,2 ,5478 ,38 ,0.1397 ,0.2742 ,0.7501,0.8103
10444,1 ,8 ,4179 ,22 ,0.4900 ,0.3723 ,0.8255,0.8117
10448,0 ,2 ,7783 ,36 ,1.2129 ,0.2527 ,0.5648,0.9803
10449,2 ,15 ,23310 ,127 ,0.2985 ,0.2881 ,0.7767,0.9634
10464,1 ,23 ,38168 ,364 ,14.7595 ,0.1272 ,0.6347,1.3293
10521,0 ,8 ,15865 ,50 ,3.7918 ,0.2200 ,0.5652,1.2217
10522,0 ,4 ,11326 ,61 ,5.7580 ,0.1998 ,0.5014,1.3117
10523,0 ,2 ,11620 ,66 ,5.3401 ,0.1997 ,0.3972,1.2323
10524,1 ,24 ,41466 ,382 ,23.1266 ,0.1325 ,0.3626,1.3482
10525,1 ,24 ,27372 ,264 ,8.7956 ,0.1721 ,0.4230,1.3509
11100,38 ,1777 ,1176314 ,7434 ,54.0859 ,0.1588 ,0.8287,1.8762
11201,20 ,742 ,333795 ,2460 ,30.5785 ,0.1676 ,0.7413,1.6162
11202,11 ,324 ,204675 ,1528 ,12.8018 ,0.1828 ,0.7499,1.4798
11203,17 ,620 ,480079 ,2947 ,86.1128 ,0.1558 ,0.6840,1.6990
11206,2 ,88 ,88815 ,631 ,13.1832 ,0.1858 ,0.6397,1.4187
11207,5 ,119 ,70563 ,384 ,1.2215 ,0.2486 ,0.6817,1.1737
11208,20 ,797 ,336100 ,1991 ,46.6870 ,0.1653 ,0.8018,1.7888
11209,7 ,93 ,84860 ,467 ,4.3932 ,0.1955 ,0.7464,1.4812
11210,3 ,64 ,67662 ,479 ,11.3909 ,0.1727 ,0.7126,1.4578
11211,10 ,111 ,81957 ,688 ,9.1358 ,0.1981 ,0.6885,1.3406
11212,4 ,130 ,91302 ,629 ,13.9755 ,0.1643 ,0.6754,1.6098
11214,11 ,276 ,238506 ,1413 ,36.1482 ,0.1628 ,0.8157,1.4949
11215,11 ,196 ,158074 ,949 ,32.2337 ,0.1706 ,0.6433,1.6377
11216,3 ,70 ,56693 ,323 ,9.6828 ,0.1990 ,0.5565,1.3517
11217,3 ,93 ,119594 ,732 ,17.7203 ,0.1645 ,0.6721,1.5563
11218,8 ,198 ,146461 ,1159 ,10.6455 ,0.1803 ,0.6315,1.3648
11219,4 ,248 ,220232 ,1447 ,48.3495 ,0.1615 ,0.7405,1.6471
11221,5 ,187 ,236316 ,1641 ,86.1838 ,0.1478 ,0.6949,1.6111
11222,13 ,569 ,315792 ,2210 ,52.3615 ,0.1506 ,0.7882,1.6238
11223,3 ,66 ,70010 ,389 ,137.2745 ,0.1798 ,0.7569,1.6748
11224,5 ,189 ,116696 ,958 ,64.2245 ,0.1203 ,0.6784,1.8338
11225,7 ,97 ,148576 ,880 ,33.2088 ,0.1552 ,0.6644,1.6090
11226,3 ,33 ,58355 ,335 ,93.8183 ,0.1934 ,0.6644,1.5974
11227,3 ,137 ,124393 ,562 ,67.6785 ,0.1356 ,0.7586,1.8483
11228,2 ,40 ,67448 ,309 ,74.4459 ,0.1531 ,0.7436,1.9018
11229,3 ,177 ,76688 ,392 ,69.4638 ,0.1193 ,0.7193,1.9422
11230,6 ,143 ,153305 ,695 ,67.2390 ,0.1603 ,0.7174,1.6401
11231,2 ,96 ,73677 ,472 ,29.1675 ,0.1767 ,0.7347,1.6007
11232,5 ,72 ,72522 ,555 ,28.6083 ,0.1615 ,0.7095,1.6017
11233,4 ,120 ,70126 ,468 ,35.3458 ,0.1634 ,0.7743,1.5736
11234,3 ,70 ,75507 ,621 ,41.8785 ,0.1543 ,0.5025,1.4989
11235,7 ,84 ,104748 ,437 ,53.1716 ,0.1534 ,0.8306,1.6367
11237,6 ,148 ,128278 ,975 ,42.4621 ,0.1400 ,0.6625,1.5269
11238,3 ,91 ,63474 ,371 ,23.2761 ,0.1812 ,0.6853,1.6701
11239,5 ,104 ,98964 ,605 ,24.1552 ,0.1536 ,0.6951,1.5058
11240,5 ,76 ,54006 ,378 ,15.9075 ,0.1751 ,0.7057,1.4734
11241,2 ,68 ,69783 ,540 ,39.3587 ,0.1264 ,0.8174,1.6126
11242,3 ,53 ,53619 ,324 ,11.2882 ,0.1766 ,0.6239,1.6042
11243,1 ,55 ,60284 ,356 ,19.0651 ,0.1346 ,0.6331,1.5912
11245,3 ,99 ,101960 ,543 ,69.5024 ,0.1697 ,0.7190,1.6513
11301,4 ,143 ,36535 ,246 ,24.6858 ,0.1356 ,0.6290,1.6420
11324,3 ,46 ,37050 ,288 ,24.2157 ,0.1733 ,0.5459,1.6459
11326,2 ,595 ,39122 ,205 ,11.4963 ,0.1744 ,0.8353,1.2686
11327,0 ,6 ,13356 ,43 ,3.3027 ,0.2105 ,0.6748,1.3103
11341,0 ,11 ,15434 ,117 ,5.1949 ,0.1646 ,0.5606,1.5474
11342,2 ,19 ,19479 ,148 ,6.5256 ,0.1903 ,0.5735,1.3985
11343,4 ,66 ,35401 ,158 ,5.8562 ,0.2036 ,0.7044,1.4131
11346,1 ,12 ,22906 ,190 ,5.4904 ,0.1850 ,0.4531,1.4164
11347,1 ,19 ,22217 ,123 ,5.7512 ,0.1742 ,0.4252,1.3613
11348,1 ,11 ,15985 ,58 ,6.2174 ,0.2059 ,0.7870,1.6016
11349,0 ,4 ,13271 ,44 ,2.3796 ,0.2115 ,0.4597,1.2783
11361,0 ,5 ,9684 ,59 ,1.9623 ,0.2278 ,0.5445,1.2012
11362,2 ,14 ,11518 ,53 ,1.8107 ,0.2643 ,0.7008,1.1487
11363,0 ,7 ,8352 ,47 ,2.7474 ,0.2475 ,0.6506,1.2029
11365,1 ,17 ,14479 ,44 ,0.8445 ,0.2674 ,0.4946,1.0300
11369,0 ,2 ,3795 ,13 ,1.0210 ,0.2822 ,0.5292,1.1273
11381,0 ,6 ,11963 ,80 ,3.5732 ,0.2219 ,0.4289,1.1545
11383,0 ,6 ,15062 ,84 ,3.1763 ,0.2014 ,0.4392,1.1182
11385,0 ,14 ,30855 ,278 ,10.5632 ,0.1599 ,0.5690,1.2978
11408,2 ,41 ,37061 ,194 ,5.7754 ,0.2034 ,0.6731,1.2522
11421,1 ,11 ,20007 ,135 ,6.9955 ,0.1845 ,0.6126,1.3063
11424,0 ,6 ,13307 ,88 ,6.3367 ,0.1810 ,0.4563,1.3394
11425,1 ,9 ,14521 ,92 ,5.9342 ,0.1992 ,0.4470,1.4311
11442,0 ,15 ,34620 ,128 ,21.7053 ,0.1793 ,0.7983,1.4426
11445,3 ,54 ,48389 ,306 ,19.4490 ,0.1637 ,0.7553,1.6383
11446,0 ,9 ,21425 ,138 ,7.8279 ,0.1916 ,0.4891,1.3537
11461,1 ,58 ,26675 ,139 ,16.9043 ,0.1768 ,0.8125,1.5748
11462,1 ,20 ,34062 ,220 ,24.5050 ,0.1407 ,0.7596,1.5693
11464,2 ,46 ,46646 ,281 ,15.5487 ,0.1645 ,0.7496,1.4819
11465,3 ,24 ,30857 ,144 ,19.0240 ,0.1501 ,0.6248,1.3891
12100,41 ,2280 ,924319 ,5379 ,33.9723 ,0.1647 ,0.8503,1.7495
12202,5 ,104 ,75020 ,418 ,8.9405 ,0.2587 ,0.7341,1.1793
12203,13 ,574 ,466608 ,1983 ,81.2340 ,0.1409 ,0.8428,1.9782
12204,19 ,765 ,569835 ,2748 ,66.5384 ,0.1642 ,0.8355,1.8433
12205,4 ,98 ,50527 ,320 ,4.5846 ,0.2805 ,0.8317,1.2075
12206,9 ,239 ,122234 ,709 ,8.8109 ,0.1915 ,0.8284,1.4618
12207,18 ,695 ,472579 ,1977 ,77.0551 ,0.1629 ,0.8076,1.7980
12208,6 ,168 ,151240 ,804 ,14.6069 ,0.1749 ,0.6800,1.4624
12210,8 ,116 ,93260 ,711 ,9.3251 ,0.2019 ,0.6876,1.4279
12211,3 ,261 ,121139 ,908 ,5.6649 ,0.1571 ,0.8660,1.6131
12212,6 ,306 ,171246 ,787 ,16.5311 ,0.1702 ,0.7660,1.7985
12213,3 ,70 ,61701 ,464 ,6.9063 ,0.1777 ,0.7840,1.2817
12215,3 ,273 ,70643 ,374 ,5.4378 ,0.2215 ,0.7039,1.1434
12216,5 ,214 ,158785 ,618 ,75.6479 ,0.1569 ,0.8222,1.8508
12217,15 ,736 ,380963 ,1994 ,33.1560 ,0.1638 ,0.8309,1.8083
12218,1 ,30 ,22198 ,113 ,2.3565 ,0.2887 ,0.8293,1.0287
12219,12 ,464 ,280255 ,1644 ,7.6115 ,0.1655 ,0.6866,1.5142
12220,5 ,157 ,152641 ,697 ,43.2656 ,0.1706 ,0.8202,1.8292
12221,6 ,236 ,180729 ,816 ,35.2504 ,0.1629 ,0.7809,1.7442
12222,6 ,105 ,131205 ,541 ,30.3786 ,0.1798 ,0.8684,1.8194
12223,6 ,297 ,36475 ,222 ,1.9067 ,0.3022 ,0.8459,1.2040
12224,4 ,90 ,102812 ,475 ,48.7030 ,0.1720 ,0.7773,1.5939
12225,4 ,68 ,90977 ,571 ,2.8535 ,0.1951 ,0.6657,1.4450
12226,4 ,32 ,50162 ,191 ,2.4428 ,0.2543 ,0.7158,1.2202
12227,4 ,352 ,155290 ,709 ,89.7630 ,0.0914 ,0.9227,2.4427
12228,5 ,90 ,84770 ,428 ,24.4294 ,0.1752 ,0.8479,1.7002
12229,1 ,46 ,59108 ,350 ,6.2271 ,0.1628 ,0.6606,1.4758
12230,3 ,49 ,75735 ,497 ,10.1155 ,0.1516 ,0.7171,1.2223
12231,0 ,35 ,60060 ,322 ,11.2241 ,0.1277 ,0.8971,1.7694
12232,2 ,36 ,53005 ,261 ,14.9689 ,0.1393 ,0.7080,1.8702
12233,2 ,30 ,51370 ,347 ,9.5288 ,0.1376 ,0.7774,1.4303
12234,3 ,28 ,44763 ,193 ,1.9444 ,0.3366 ,0.7460,1.0418
12235,2 ,49 ,42086 ,248 ,4.1350 ,0.2523 ,0.6945,1.1135
12236,6 ,97 ,87332 ,383 ,3.3293 ,0.2486 ,0.7448,1.1956
12237,1 ,53 ,59024 ,314 ,4.0322 ,0.2203 ,0.6670,1.1443
12238,2 ,37 ,42305 ,221 ,2.6860 ,0.2926 ,0.7322,1.1621
