ID,Hospital,Doctors,Pop,TrAcc,Popd,Pop65r,Emp3r,IncP
21206,3 ,110 ,84080 ,304 ,1.2431 ,0.2525 ,0.5608,1.2967
21207,2 ,25 ,23390 ,77 ,1.9983 ,0.2508 ,0.4670,1.2756
21208,2 ,70 ,42065 ,209 ,2.4037 ,0.2296 ,0.7059,1.2504
21209,2 ,93 ,66730 ,462 ,12.4403 ,0.1785 ,0.6645,1.3981
21210,2 ,54 ,55761 ,213 ,1.1060 ,0.2633 ,0.6155,1.2542
21211,2 ,103 ,52133 ,386 ,6.9687 ,0.1784 ,0.6690,1.4050
21212,2 ,105 ,62102 ,286 ,5.3532 ,0.2383 ,0.6064,1.2438
21213,3 ,176 ,144174 ,1127 ,16.4263 ,0.1770 ,0.6193,1.5636
21214,4 ,103 ,97686 ,570 ,11.1514 ,0.1566 ,0.5712,1.6055
21215,1 ,39 ,30316 ,127 ,1.3653 ,0.2203 ,0.4835,1.2487
21216,1 ,34 ,50009 ,439 ,17.7463 ,0.1358 ,0.6868,1.4610
21217,4 ,30 ,28902 ,93 ,0.3648 ,0.2995 ,0.5681,1.2234
21218,0 ,20 ,34603 ,319 ,0.9238 ,0.2015 ,0.6572,1.3655
21219,5 ,72 ,47495 ,156 ,0.4608 ,0.2997 ,0.6412,1.1167
21220,3 ,69 ,38494 ,117 ,0.4523 ,0.2979 ,0.6816,1.1446
21221,1 ,37 ,39453 ,228 ,3.5129 ,0.2035 ,0.5628,1.3430
21302,0 ,14 ,22776 ,284 ,28.8304 ,0.1454 ,0.7330,1.5164
21303,2 ,98 ,22696 ,151 ,21.9073 ,0.2035 ,0.6437,1.3705
21341,1 ,39 ,32550 ,163 ,4.5121 ,0.2069 ,0.5578,1.2696
21361,1 ,35 ,28895 ,106 ,5.0569 ,0.2061 ,0.4887,1.3548
21362,2 ,21 ,8618 ,34 ,1.7484 ,0.2633 ,0.4734,1.3656
21381,0 ,14 ,20830 ,139 ,11.0975 ,0.1892 ,0.4223,1.4062
21382,0 ,6 ,9419 ,61 ,4.2124 ,0.1851 ,0.5288,1.3673
21383,0 ,12 ,15263 ,126 ,8.3909 ,0.1745 ,0.4080,1.4057
21401,1 ,45 ,26192 ,82 ,0.3259 ,0.2636 ,0.5556,1.2449
21403,0 ,14 ,23788 ,135 ,6.9596 ,0.1801 ,0.5051,1.3096
21404,1 ,14 ,24559 ,91 ,6.3313 ,0.1948 ,0.5107,1.3119
21421,0 ,27 ,17547 ,132 ,33.9400 ,0.1524 ,0.8236,1.4147
21501,0 ,0 ,8552 ,51 ,6.6346 ,0.1588 ,0.3470,1.3227
21502,0 ,3 ,5710 ,26 ,3.3948 ,0.2263 ,0.3733,1.2233
21503,0 ,10 ,10838 ,43 ,2.6319 ,0.2428 ,0.4862,1.3025
21504,0 ,4 ,4870 ,17 ,0.5383 ,0.3361 ,0.4458,1.1647
21505,1 ,6 ,12935 ,31 ,1.0042 ,0.3005 ,0.4644,1.2363
21506,1 ,9 ,10545 ,24 ,0.4433 ,0.3506 ,0.5380,1.0084
21507,1 ,3 ,2854 ,3 ,0.3276 ,0.3577 ,0.4488,0.8819
21521,1 ,11 ,19272 ,80 ,3.4043 ,0.2158 ,0.4524,1.3390
21604,0 ,1 ,1983 ,20 ,0.0556 ,0.2451 ,0.6890,1.3651
22100,23 ,1419 ,713723 ,7141 ,5.1392 ,0.2107 ,0.7525,1.5603
22130,30 ,1828 ,804032 ,9553 ,5.3206 ,0.1991 ,0.6545,1.6202
22203,11 ,354 ,208005 ,2488 ,11.1167 ,0.2077 ,0.7101,1.6177
22205,6 ,145 ,41202 ,322 ,6.6930 ,0.3181 ,0.9011,1.4678
22206,5 ,161 ,112241 ,1013 ,18.0655 ,0.1908 ,0.7539,1.6745
22207,4 ,162 ,121779 ,1140 ,3.8683 ,0.1881 ,0.5851,1.5036
22208,3 ,107 ,72441 ,593 ,5.8359 ,0.2725 ,0.8782,1.2515
22209,1 ,152 ,96078 ,832 ,4.9170 ,0.2230 ,0.6072,1.4470
22210,9 ,306 ,236474 ,2718 ,11.0450 ,0.1806 ,0.6161,1.6282
22211,6 ,215 ,170899 ,1726 ,10.4156 ,0.1890 ,0.4829,1.5747
22212,4 ,188 ,120109 ,1234 ,26.1050 ,0.2028 ,0.6614,1.5010
22213,2 ,128 ,117857 ,1011 ,4.4369 ,0.1986 ,0.5626,1.5310
22214,4 ,241 ,129248 ,1208 ,9.1835 ,0.1993 ,0.6845,1.5336
22215,8 ,103 ,85976 ,882 ,4.4174 ,0.1724 ,0.7473,1.6563
22216,2 ,99 ,82991 ,893 ,7.6447 ,0.1722 ,0.5810,1.5356
22219,3 ,41 ,26557 ,202 ,2.5365 ,0.2861 ,0.8895,1.1027
22220,3 ,57 ,53062 ,520 ,3.8342 ,0.1593 ,0.5747,1.7476
22221,2 ,47 ,44057 ,299 ,7.9987 ,0.1718 ,0.3178,1.6604
22222,5 ,62 ,36627 ,246 ,1.0063 ,0.2800 ,0.8042,1.2405
22223,1 ,28 ,35272 ,242 ,5.3564 ,0.2078 ,0.5874,1.4399
22224,1 ,50 ,47502 ,375 ,5.0405 ,0.1991 ,0.5070,1.4723
22225,5 ,229 ,50011 ,407 ,5.2804 ,0.2169 ,0.7139,1.4300
22226,1 ,67 ,50645 ,413 ,4.5422 ,0.2291 ,0.4823,1.3742
22301,3 ,28 ,15165 ,82 ,1.9485 ,0.2855 ,0.8854,1.0612
22302,0 ,12 ,8303 ,86 ,0.8238 ,0.3060 ,0.8269,1.0409
22304,1 ,27 ,10003 ,42 ,0.9046 ,0.3415 ,0.8046,0.9284
22305,0 ,6 ,8104 ,28 ,0.9508 ,0.3365 ,0.8556,1.0142
22306,1 ,9 ,10372 ,35 ,0.9829 ,0.3623 ,0.7457,1.0163
22325,3 ,49 ,38803 ,386 ,5.9578 ,0.1974 ,0.7220,1.4705
22341,2 ,98 ,31961 ,468 ,36.1550 ,0.1701 ,0.7038,1.5837
22342,2 ,178 ,38716 ,391 ,14.6043 ,0.1621 ,0.5618,1.7778
22344,2 ,19 ,21478 ,139 ,1.5778 ,0.2001 ,0.6605,1.6331
22361,0 ,3 ,9697 ,37 ,1.3072 ,0.2427 ,0.3890,1.4114
22381,1 ,34 ,16823 ,76 ,5.4408 ,0.2230 ,0.4838,1.5213
22383,0 ,3 ,9600 ,87 ,4.1685 ,0.2656 ,0.5603,1.4575
22401,0 ,6 ,12696 ,81 ,2.3824 ,0.2406 ,0.5313,1.3084
22402,0 ,11 ,22992 ,255 ,9.3692 ,0.1934 ,0.4576,1.4431
22424,1 ,17 ,28648 ,275 ,13.7466 ,0.1870 ,0.4922,1.4951
22426,0 ,3 ,6030 ,25 ,0.5005 ,0.3282 ,0.5339,1.1740
22429,0 ,5 ,8988 ,32 ,0.1809 ,0.3912 ,0.6168,1.0871
22461,1 ,19 ,20273 ,121 ,1.5147 ,0.2603 ,0.4431,1.3320
22503,0 ,11 ,16937 ,140 ,12.5739 ,0.2045 ,0.6173,1.5536
23100,130 ,6162 ,2215062 ,17796 ,67.8572 ,0.1844 ,0.8179,1.8350
23201,20 ,680 ,372479 ,3688 ,14.2521 ,0.1753 ,0.6906,1.5920
23202,14 ,523 ,363807 ,2745 ,9.3949 ,0.1535 ,0.6799,1.8198
23203,14 ,581 ,371687 ,2867 ,32.6299 ,0.1829 ,0.6945,1.4648
23204,7 ,256 ,131925 ,706 ,11.8202 ,0.1904 ,0.6307,1.5403
23205,3 ,207 ,115845 ,902 ,24.5227 ,0.1696 ,0.6633,1.7203
23206,10 ,450 ,295802 ,2151 ,31.9062 ,0.1623 ,0.6799,1.6982
23207,11 ,207 ,159563 ,1556 ,10.5874 ,0.1773 ,0.5900,1.5525
23208,4 ,105 ,65547 ,507 ,26.1352 ,0.1943 ,0.7424,1.4685
23209,4 ,108 ,71408 ,326 ,19.9130 ,0.1769 ,0.4767,1.7556
23210,5 ,259 ,142134 ,1097 ,28.1732 ,0.1330 ,0.4766,1.9914
23211,15 ,577 ,412141 ,2825 ,4.4873 ,0.1340 ,0.5017,1.9378
23212,3 ,318 ,170250 ,1416 ,19.7942 ,0.1383 ,0.5208,1.9634
23213,3 ,147 ,104321 ,693 ,13.7663 ,0.1711 ,0.4780,1.7826
23214,4 ,123 ,82108 ,468 ,14.4531 ,0.2132 ,0.6443,1.4568
23215,3 ,95 ,74294 ,436 ,9.9098 ,0.1939 ,0.5561,1.5705
23216,1 ,69 ,51265 ,267 ,9.2154 ,0.2234 ,0.7127,1.4925
23217,3 ,191 ,99055 ,700 ,32.8323 ,0.1804 ,0.7009,1.5460
23219,2 ,236 ,147182 ,1429 ,23.4292 ,0.1459 ,0.5914,1.7123
23220,3 ,169 ,136965 ,891 ,17.2718 ,0.1769 ,0.6216,1.5571
23221,5 ,62 ,52178 ,275 ,1.0457 ,0.2542 ,0.5476,1.3909
23222,3 ,124 ,104339 ,763 ,24.0634 ,0.1570 ,0.5704,1.7285
23223,4 ,181 ,80262 ,568 ,23.8308 ,0.1469 ,0.4882,1.9147
23224,2 ,67 ,83373 ,372 ,18.3520 ,0.1615 ,0.6740,1.6879
23225,2 ,52 ,66085 ,452 ,40.4437 ,0.1401 ,0.6548,1.9407
23226,2 ,103 ,78394 ,494 ,37.2772 ,0.1620 ,0.7097,1.7883
23227,1 ,24 ,41351 ,225 ,31.8085 ,0.1596 ,0.4293,1.7721
23228,1 ,31 ,47926 ,235 ,45.6873 ,0.1601 ,0.7371,1.6027
23229,2 ,541 ,68285 ,523 ,29.4586 ,0.1650 ,0.6799,1.7537
23230,3 ,86 ,78591 ,630 ,22.5189 ,0.1436 ,0.7646,1.9938
23231,1 ,72 ,66390 ,291 ,3.5162 ,0.1990 ,0.4790,1.4590
23232,1 ,27 ,65556 ,355 ,9.8388 ,0.1965 ,0.5955,1.4559
23233,2 ,30 ,55038 ,374 ,41.3509 ,0.1790 ,0.5565,1.6267
23234,3 ,67 ,78078 ,611 ,42.5030 ,0.1591 ,0.6594,1.6537
23235,2 ,144 ,42575 ,318 ,8.7030 ,0.1751 ,0.6723,1.6128
23302,0 ,35 ,39384 ,314 ,21.8436 ,0.1376 ,0.5787,1.8741
23304,2 ,448 ,46493 ,412 ,21.5645 ,0.1095 ,0.8281,1.9110
23342,0 ,9 ,13565 ,137 ,21.9144 ,0.1533 ,0.7043,1.5455
23345,1 ,9 ,8320 ,127 ,20.7481 ,0.1660 ,0.5421,1.5523
23361,1 ,26 ,21602 ,269 ,15.9072 ,0.1675 ,0.3708,1.6473
23362,0 ,21 ,32535 ,240 ,29.1011 ,0.1895 ,0.7016,1.6051
23421,0 ,15 ,22869 ,153 ,27.4538 ,0.1856 ,0.6581,1.4710
23422,0 ,8 ,23875 ,144 ,24.0675 ,0.1807 ,0.5366,1.5434
23423,1 ,51 ,38563 ,305 ,41.3323 ,0.1462 ,0.5518,1.5074
23424,0 ,8 ,28501 ,201 ,43.3146 ,0.1346 ,0.5649,1.5275
23425,2 ,28 ,36750 ,281 ,33.1081 ,0.1685 ,0.6738,1.6274
23427,0 ,3 ,4369 ,131 ,1.9401 ,0.2451 ,0.6401,1.8107
23441,0 ,25 ,24577 ,213 ,10.2661 ,0.1982 ,0.6823,1.6757
23442,1 ,27 ,48046 ,308 ,15.4588 ,0.1644 ,0.5913,1.7910
23445,0 ,24 ,21909 ,76 ,5.7293 ,0.2667 ,0.7649,1.1475
23446,2 ,50 ,26294 ,151 ,5.6680 ,0.1864 ,0.7677,1.3398
23447,2 ,34 ,40981 ,254 ,15.8780 ,0.1561 ,0.5406,1.6299
23481,1 ,19 ,24068 ,70 ,10.6826 ,0.2212 ,0.6255,1.6219
23482,0 ,6 ,22041 ,123 ,6.1259 ,0.2077 ,0.4624,1.6164
23483,0 ,6 ,12802 ,38 ,4.9144 ,0.2250 ,0.5448,1.4712
23501,0 ,30 ,35596 ,241 ,6.2691 ,0.1496 ,0.3600,1.7068
23521,2 ,55 ,56252 ,350 ,17.5185 ,0.1047 ,0.4500,1.9834
23561,0 ,5 ,6306 ,32 ,0.2302 ,0.4096 ,0.7108,1.1338
23562,1 ,7 ,4347 ,26 ,0.3523 ,0.4470 ,0.6759,0.9913
23563,0 ,1 ,1517 ,5 ,0.0973 ,0.4476 ,0.7079,1.0699
23603,1 ,18 ,21881 ,173 ,22.0575 ,0.1968 ,0.5816,1.4534
24201,23 ,947 ,288538 ,2092 ,4.0593 ,0.2190 ,0.7428,1.4792
24202,12 ,578 ,303845 ,2402 ,14.7835 ,0.1863 ,0.6942,1.5892
24203,6 ,312 ,134973 ,916 ,6.4726 ,0.2298 ,0.7197,1.3249
24204,11 ,367 ,168973 ,1252 ,2.7087 ,0.2222 ,0.7017,1.3111
24205,10 ,221 ,138963 ,962 ,10.1722 ,0.1871 ,0.6966,1.6742
24207,6 ,314 ,193114 ,1446 ,9.9201 ,0.1654 ,0.6302,1.5738
24208,2 ,83 ,82156 ,450 ,6.3314 ,0.1813 ,0.7046,1.4466
24209,1 ,34 ,22103 ,126 ,1.1443 ,0.3110 ,0.8079,1.0907
24210,3 ,49 ,49253 ,326 ,2.5799 ,0.2043 ,0.4998,1.4637
24211,0 ,24 ,23067 ,71 ,2.1362 ,0.2654 ,0.8578,1.0281
24212,0 ,33 ,21230 ,104 ,0.5682 ,0.3322 ,0.8151,0.8994
24214,3 ,67 ,46446 ,206 ,2.1152 ,0.2080 ,0.3693,1.4448
24215,4 ,86 ,58225 ,241 ,3.2401 ,0.2801 ,0.7968,0.9825
24216,4 ,137 ,100623 ,598 ,1.8027 ,0.2514 ,0.5666,1.3071
24303,0 ,3 ,6965 ,35 ,4.4307 ,0.1757 ,0.4165,1.4402
24324,0 ,21 ,25897 ,109 ,11.4285 ,0.1611 ,0.4582,1.6575
24341,3 ,56 ,38986 ,232 ,3.6473 ,0.2018 ,0.6106,1.5120
24343,0 ,3 ,7114 ,58 ,11.8765 ,0.2012 ,0.3957,1.7949
24344,0 ,10 ,13048 ,140 ,14.9805 ,0.1662 ,0.5846,1.5552
24441,0 ,8 ,15793 ,60 ,1.5308 ,0.2709 ,0.3561,1.2494
24442,2 ,25 ,22618 ,158 ,5.5355 ,0.2196 ,0.6399,1.2907
24443,2 ,15 ,11099 ,36 ,0.3058 ,0.3299 ,0.6575,1.0805
24461,1 ,13 ,14888 ,96 ,3.6365 ,0.2110 ,0.4328,1.3487
24470,0 ,3 ,9057 ,21 ,0.6710 ,0.2462 ,0.6399,1.1865
24471,1 ,11 ,10788 ,74 ,0.4619 ,0.3526 ,0.5914,0.9446
24472,2 ,11 ,16687 ,42 ,0.6868 ,0.3742 ,0.6859,0.9111
24543,2 ,22 ,19963 ,124 ,0.7767 ,0.3284 ,0.6817,0.8944
24561,1 ,32 ,9903 ,52 ,1.1218 ,0.3143 ,0.8031,0.9158
24562,0 ,2 ,12648 ,52 ,1.5877 ,0.2540 ,0.5660,0.9315
25201,14 ,1062 ,323719 ,2126 ,6.9752 ,0.1751 ,0.7962,1.5886
25202,3 ,206 ,109779 ,878 ,5.5771 ,0.1796 ,0.7115,1.4600
25203,2 ,233 ,82676 ,541 ,3.3471 ,0.1995 ,0.6470,1.3850
25204,1 ,138 ,68530 ,537 ,4.4765 ,0.1873 ,0.7882,1.4188
25206,6 ,226 ,121159 ,1071 ,17.8385 ,0.1381 ,0.6935,1.9205
25207,3 ,184 ,70823 ,499 ,12.9215 ,0.1488 ,0.7017,1.6214
25208,1 ,117 ,59869 ,516 ,11.3496 ,0.1216 ,0.6587,1.7379
25209,5 ,132 ,93853 ,553 ,1.9484 ,0.1985 ,0.5928,1.3836
25210,2 ,72 ,49486 ,318 ,6.1041 ,0.1685 ,0.6673,1.5776
25211,2 ,37 ,55325 ,376 ,7.8486 ,0.1287 ,0.5168,1.5115
25212,3 ,76 ,53950 ,274 ,0.7785 ,0.2505 ,0.6424,1.1751
25213,8 ,163 ,116797 ,705 ,3.0057 ,0.1904 ,0.5744,1.3314
25214,0 ,24 ,41009 ,267 ,1.8381 ,0.2332 ,0.5696,1.3336
25381,0 ,5 ,12080 ,73 ,4.9712 ,0.2055 ,0.6507,1.3835
25383,1 ,33 ,22809 ,110 ,1.9390 ,0.2338 ,0.5327,1.2578
25384,0 ,6 ,13280 ,109 ,2.9829 ,0.1704 ,0.2404,1.4047
25425,0 ,11 ,19729 ,117 ,5.1987 ,0.1878 ,0.4891,1.2830
25441,1 ,32 ,7418 ,68 ,9.4859 ,0.2193 ,0.7651,1.0719
25442,0 ,3 ,8103 ,47 ,5.9493 ,0.2221 ,0.3741,1.0610
25443,0 ,5 ,8145 ,48 ,0.5992 ,0.2678 ,0.5206,1.2668
25482,0 ,5 ,5582 ,27 ,5.9069 ,0.2352 ,0.4559,1.1720
25483,0 ,4 ,8926 ,52 ,2.0875 ,0.2235 ,0.6303,1.3547
25501,0 ,7 ,10242 ,55 ,2.4847 ,0.2095 ,0.4964,1.4358
25502,1 ,24 ,8519 ,49 ,0.9268 ,0.2773 ,0.6495,1.1438
25503,0 ,3 ,3931 ,12 ,0.2345 ,0.3106 ,0.6963,1.1689
25504,0 ,2 ,4622 ,22 ,0.5720 ,0.2806 ,0.6241,1.1997
26100,104 ,5779 ,1474811 ,10586 ,17.8139 ,0.1986 ,0.8101,1.4326
26201,5 ,158 ,81977 ,453 ,1.4836 ,0.2407 ,0.7225,1.2126
26202,8 ,198 ,91733 ,436 ,2.6811 ,0.2375 ,0.7961,1.2671
26203,3 ,75 ,37755 ,145 ,1.0877 ,0.3044 ,0.6017,1.1099
26204,10 ,376 ,189591 ,1069 ,28.0668 ,0.1739 ,0.7383,1.4761
26205,1 ,25 ,21512 ,78 ,1.2705 ,0.3221 ,0.7838,1.0862
26206,5 ,107 ,93996 ,678 ,4.1795 ,0.1683 ,0.7213,1.2870
26207,4 ,117 ,81636 ,376 ,24.9346 ,0.1811 ,0.7204,1.4046
26208,1 ,55 ,55041 ,380 ,71.7614 ,0.1703 ,0.8088,1.5107
26209,4 ,188 ,78335 ,379 ,40.8420 ,0.1738 ,0.6416,1.7080
26210,3 ,108 ,74252 ,553 ,30.4686 ,0.1670 ,0.7323,1.4257
26211,3 ,81 ,64008 ,363 ,14.9064 ,0.1543 ,0.7635,1.5194
26212,4 ,73 ,62723 ,207 ,1.2499 ,0.2802 ,0.6120,0.9722
26213,3 ,134 ,36736 ,160 ,0.5961 ,0.2758 ,0.6916,1.0306
26214,1 ,75 ,63649 ,263 ,7.4776 ,0.1602 ,0.7927,1.6222
26303,0 ,12 ,15191 ,93 ,25.4456 ,0.1980 ,0.4103,1.5563
26322,1 ,12 ,16610 ,417 ,11.9841 ,0.1756 ,0.5225,1.3595
26343,0 ,4 ,8951 ,35 ,4.9673 ,0.2217 ,0.5300,1.0871
26344,0 ,4 ,10060 ,67 ,1.7267 ,0.1927 ,0.4210,1.3670
26364,0 ,1 ,1876 ,8 ,0.7959 ,0.3236 ,0.7655,1.1983
26365,0 ,4 ,4998 ,15 ,0.7705 ,0.2917 ,0.5821,1.0136
26366,2 ,48 ,34236 ,157 ,13.3422 ,0.1350 ,0.8913,1.7024
26367,0 ,0 ,3466 ,5 ,0.5398 ,0.2977 ,0.7423,1.2040
26407,2 ,9 ,16893 ,80 ,0.5574 ,0.3177 ,0.6084,0.9923
26463,0 ,2 ,2718 ,5 ,0.4385 ,0.4099 ,0.7679,0.8013
26465,1 ,74 ,24906 ,86 ,2.3268 ,0.2684 ,0.5528,0.9483
27100,196 ,8356 ,2628811 ,17402 ,118.2551 ,0.2015 ,0.8173,1.3202
27140,41 ,1617 ,830966 ,5744 ,55.4014 ,0.1864 ,0.7364,1.3951
27202,16 ,434 ,201000 ,1657 ,27.8239 ,0.1875 ,0.7862,1.2522
27203,17 ,734 ,386623 ,2271 ,106.2735 ,0.1838 ,0.8106,1.7980
27204,3 ,246 ,101616 ,592 ,46.0009 ,0.1865 ,0.7316,1.7276
27205,14 ,2075 ,353885 ,1967 ,98.0019 ,0.1614 ,0.8758,1.8566
27206,4 ,136 ,77673 ,544 ,60.6820 ,0.1644 ,0.7781,1.2902
27207,16 ,1185 ,351826 ,1826 ,33.4086 ,0.1898 ,0.8239,1.5752
27208,5 ,146 ,90314 ,718 ,20.5306 ,0.1832 ,0.6996,1.2292
27209,7 ,686 ,147465 ,886 ,115.8405 ,0.1987 ,0.6888,1.2628
27210,24 ,897 ,404044 ,2695 ,62.0842 ,0.1620 ,0.7710,1.5593
27211,12 ,362 ,267961 ,1884 ,35.0184 ,0.1551 ,0.8203,1.6609
27212,12 ,441 ,273487 ,1793 ,65.5687 ,0.1920 ,0.5822,1.3880
27213,11 ,257 ,98889 ,862 ,17.9700 ,0.1863 ,0.7766,1.2356
27214,6 ,216 ,123837 ,843 ,31.2247 ,0.1757 ,0.7348,1.4034
27215,12 ,307 ,241816 ,1538 ,97.7825 ,0.1733 ,0.7636,1.3297
27216,8 ,244 ,117239 ,598 ,10.6960 ,0.1928 ,0.8098,1.5255
27217,8 ,241 ,127276 ,820 ,76.3962 ,0.1913 ,0.7012,1.2057
27218,5 ,151 ,126504 ,846 ,69.2414 ,0.1615 ,0.6077,1.2850
27219,14 ,379 ,177856 ,1062 ,20.9292 ,0.1574 ,0.7702,1.3840
27220,7 ,243 ,127135 ,861 ,26.5750 ,0.1684 ,0.8877,1.9588
27221,3 ,96 ,77034 ,419 ,30.3403 ,0.1694 ,0.5897,1.3368
27222,6 ,243 ,118695 ,792 ,44.8922 ,0.1923 ,0.7702,1.3257
27223,5 ,190 ,131706 ,872 ,107.2524 ,0.1765 ,0.6014,1.1859
27224,4 ,85 ,85009 ,731 ,57.1297 ,0.1492 ,0.6215,1.4043
27225,3 ,93 ,61127 ,290 ,53.8564 ,0.1882 ,0.7006,1.4306
27226,2 ,120 ,65780 ,415 ,73.9933 ,0.1921 ,0.8299,1.4265
27227,24 ,862 ,513821 ,3812 ,83.1291 ,0.1842 ,0.6643,1.2979
27228,6 ,74 ,64683 ,342 ,13.3422 ,0.1860 ,0.7722,1.1107
27229,3 ,71 ,57342 ,338 ,30.5987 ,0.1568 ,0.7945,1.3857
27230,2 ,73 ,77644 ,397 ,30.3890 ,0.1649 ,0.7533,1.5973
27231,6 ,578 ,58208 ,410 ,49.0793 ,0.1717 ,0.8212,1.6211
27232,3 ,68 ,57616 ,254 ,15.9601 ,0.1743 ,0.7988,1.3134
27301,1 ,25 ,29052 ,83 ,17.3135 ,0.1694 ,0.7504,1.6129
27321,0 ,11 ,23928 ,43 ,6.9619 ,0.1933 ,0.8155,1.7490
27322,0 ,4 ,12897 ,61 ,1.3070 ,0.2258 ,0.7168,1.2000
27341,1 ,15 ,17586 ,128 ,43.6377 ,0.1984 ,0.6144,1.1813
27361,1 ,77 ,44505 ,252 ,25.8299 ,0.1557 ,0.7688,1.4340
27362,1 ,14 ,7240 ,32 ,14.5968 ,0.2033 ,0.9514,1.3080
27366,1 ,15 ,18504 ,130 ,3.7717 ,0.2597 ,0.7792,1.2106
27381,0 ,2 ,14483 ,51 ,10.2209 ,0.1651 ,0.7145,1.3849
27382,0 ,5 ,17545 ,63 ,6.9458 ,0.1956 ,0.6876,1.3152
27383,0 ,4 ,6538 ,23 ,1.7491 ,0.2426 ,0.6546,1.3374
28100,96 ,4203 ,1525393 ,9540 ,27.6024 ,0.2001 ,0.8348,1.5579
28201,35 ,1024 ,536232 ,5215 ,10.0367 ,0.1858 ,0.7221,1.3735
28202,26 ,1075 ,462647 ,2864 ,92.9570 ,0.1974 ,0.7006,1.3690
28203,20 ,582 ,291027 ,2026 ,59.1038 ,0.1782 ,0.7213,1.4468
28204,22 ,1355 ,465337 ,2631 ,46.8287 ,0.1676 ,0.8553,1.9042
28205,2 ,154 ,50030 ,310 ,2.7418 ,0.2572 ,0.7130,1.1129
28206,3 ,160 ,90590 ,486 ,48.9676 ,0.2034 ,0.9451,2.8624
28207,8 ,365 ,192250 ,1245 ,76.9924 ,0.1649 ,0.6825,1.5350
28208,4 ,53 ,32475 ,252 ,3.5904 ,0.2536 ,0.6574,1.2775
28209,4 ,176 ,89208 ,461 ,1.2787 ,0.2585 ,0.7184,1.0766
28210,14 ,424 ,267100 ,2456 ,19.2838 ,0.1668 ,0.7171,1.4220
28212,3 ,134 ,51794 ,315 ,4.0821 ,0.2222 ,0.6753,1.2746
28213,2 ,82 ,43953 ,295 ,3.3180 ,0.2393 ,0.6621,1.1763
28214,6 ,342 ,219862 ,1095 ,21.5636 ,0.1870 ,0.8553,1.8979
28215,6 ,146 ,84361 ,600 ,4.7775 ,0.2146 ,0.6899,1.3284
28216,2 ,138 ,94813 ,701 ,27.5619 ,0.1757 ,0.6040,1.4036
28217,8 ,260 ,157668 ,1046 ,29.5037 ,0.2102 ,0.8637,1.6469
28218,4 ,100 ,49761 ,375 ,5.3553 ,0.1969 ,0.5801,1.2398
28219,5 ,204 ,113572 ,538 ,5.4025 ,0.1418 ,0.7331,1.6289
28220,3 ,80 ,49396 ,277 ,3.2723 ,0.2276 ,0.5160,1.2662
28221,4 ,76 ,45245 ,246 ,1.1982 ,0.2646 ,0.6428,1.2392
28222,1 ,66 ,28306 ,163 ,0.6695 ,0.3091 ,0.7012,1.0763
28223,3 ,115 ,70810 ,347 ,1.4355 ,0.2643 ,0.5913,1.1458
28224,5 ,56 ,52283 ,285 ,2.2813 ,0.2689 ,0.6949,1.0575
28225,2 ,52 ,34791 ,200 ,0.8633 ,0.2799 ,0.6717,1.1753
28226,4 ,60 ,49078 ,293 ,2.6642 ,0.2952 ,0.7074,1.0332
28227,1 ,53 ,43302 ,252 ,0.6575 ,0.2571 ,0.5721,1.1665
28228,2 ,51 ,39970 ,336 ,2.5379 ,0.2028 ,0.6300,1.3109
28229,8 ,106 ,81561 ,734 ,3.8667 ,0.2063 ,0.5699,1.2815
28301,2 ,29 ,30021 ,121 ,3.3205 ,0.1730 ,0.8658,1.6449
28365,2 ,21 ,24304 ,92 ,1.3127 ,0.2562 ,0.5059,1.0990
28381,1 ,28 ,31944 ,291 ,9.1373 ,0.1804 ,0.4958,1.4294
28382,0 ,25 ,33545 ,244 ,36.9032 ,0.1627 ,0.5246,1.3717
28442,0 ,6 ,14150 ,89 ,1.7110 ,0.2474 ,0.4756,1.2023
28443,1 ,43 ,20669 ,182 ,4.5109 ,0.2037 ,0.5715,1.2177
28446,1 ,3 ,13077 ,52 ,0.6465 ,0.2706 ,0.6387,1.1842
28464,1 ,24 ,32555 ,248 ,14.3921 ,0.1587 ,0.6890,1.4021
28481,1 ,18 ,17603 ,89 ,1.1713 ,0.2421 ,0.7029,1.2485
28501,4 ,24 ,21012 ,72 ,0.6833 ,0.3171 ,0.6720,1.0236
28585,2 ,20 ,21439 ,69 ,0.5809 ,0.3018 ,0.6506,1.0341
28586,3 ,20 ,17467 ,48 ,0.7248 ,0.2968 ,0.6853,1.0060
29201,21 ,750 ,370102 ,1905 ,13.3688 ,0.1942 ,0.8814,1.6707
29202,4 ,139 ,70800 ,384 ,42.9351 ,0.1828 ,0.7628,1.2005
29203,7 ,132 ,91672 ,643 ,21.4789 ,0.1953 ,0.6048,1.3795
29204,6 ,304 ,71152 ,449 ,8.2380 ,0.1825 ,0.7144,1.1484
29205,7 ,598 ,124728 ,843 ,31.5607 ,0.1761 ,0.7938,1.3503
29206,3 ,124 ,61130 ,398 ,6.1797 ,0.2159 ,0.7445,1.2283
29207,1 ,62 ,37375 ,159 ,1.2797 ,0.2563 ,0.6492,1.0328
29208,2 ,68 ,32273 ,161 ,5.3273 ,0.2692 ,0.6373,1.0720
29209,5 ,230 ,113686 ,447 ,21.3776 ,0.1676 ,0.8457,1.9468
29210,3 ,77 ,70998 ,371 ,29.3017 ,0.1507 ,0.7631,1.5810
